Scenario,Sector,Fuel,Region,2020,2025,2030,2035,2040,2045,2050
NT,Transport,Fossil (LF),HBY,2214.7,1844.17,1362.64,844.81,438.21,124.21,0.0
NT,Transport,Fossil (LF),NEL,2535.63,2139.04,1616.96,1029.94,563.25,174.96,0.0
NT,Transport,Fossil (LF),NIS,2156.65,1754.91,1244.31,729.68,336.99,72.85,0.0
NT,Transport,Fossil (LF),OTG,4640.64,3825.94,2779.77,1685.41,835.28,214.56,0.0
NT,Transport,Fossil (LF),TRN,1518.34,1252.29,910.21,551.48,273.41,70.37,0.0
NT,Transport,Fossil (LF),WEL,5253.65,4396.11,3290.28,2072.46,1099.56,318.25,0.0
NT,Transport,Fossil (LF),WTO,5516.81,4506.13,3219.85,1908.64,901.52,205.99,0.0
NT,Transport,Fossil (gas),AKL,0.0,0.0,0.0,8.36,9.06,7.88,0.0
NT,Transport,Fossil (gas),BOP,0.0,0.0,0.0,13.76,14.93,12.97,0.0
NT,Transport,Fossil (gas),CAN,0.0,0.0,0.0,4.19,4.54,3.94,0.0
NT,Transport,Fossil (gas),CEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NT,Transport,Fossil (gas),GIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NT,Transport,Fossil (gas),HBY,0.0,0.0,0.0,2.59,2.81,2.44,0.0
NT,Transport,Fossil (gas),NEL,0.0,0.0,0.0,0.57,0.62,0.54,0.0
NT,Transport,Fossil (gas),NIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NT,Transport,Fossil (gas),OTG,0.0,0.0,0.0,2.27,2.46,2.14,0.0
NT,Transport,Fossil (gas),TRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NT,Transport,Fossil (gas),WEL,0.0,0.0,0.0,1.01,1.1,0.96,0.0
NT,Transport,Fossil (gas),WTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NT,Transport,Hydrogen,AKL,0.01,0.0,0.0,3.01,4.69,5.21,5.11
NT,Transport,Hydrogen,BOP,0.0,0.0,0.0,0.84,1.32,1.46,1.43
NT,Transport,Hydrogen,CAN,0.01,0.0,0.0,2.01,3.14,3.49,3.42
NT,Transport,Hydrogen,CEN,0.0,0.0,0.0,0.77,1.2,1.33,1.3
NT,Transport,Hydrogen,GIS,0.0,0.0,0.0,0.16,0.24,0.27,0.27
NT,Transport,Hydrogen,HBY,0.0,0.0,0.0,0.51,0.79,0.88,0.86
NT,Transport,Hydrogen,NEL,0.0,0.0,0.0,0.52,0.83,0.91,0.89
NT,Transport,Hydrogen,NIS,0.0,0.0,0.0,0.54,0.84,0.94,0.92
NT,Transport,Hydrogen,OTG,0.0,0.0,0.0,1.05,1.64,1.82,1.79
NT,Transport,Hydrogen,TRN,0.0,0.0,0.0,0.35,0.55,0.61,0.6
NT,Transport,Hydrogen,WEL,0.0,0.0,0.0,0.75,1.17,1.3,1.27
NT,Transport,Hydrogen,WTO,0.01,0.0,0.0,1.3,2.02,2.24,2.2
