,demand_R1,PV,WindOnshore,demand_R2,demand_R4,demand_R3
t4499,66683,19146,2222,60014,46678,10002
t4500,68241,21302,2368,61416,47768,10236
t4501,67660,22017,2797,60894,47362,10149
t4502,67539,20950,3293,60785,47277,10130
t4503,66596,18902,3637,59936,46617,9989
t4504,65611,16046,4022,59049,45927,9841
t4505,64179,12986,4352,57761,44925,9626
t4506,63330,9165,4928,56997,44331,9499
t4507,62537,5158,5471,56283,43775,9380
t4508,61855,2091,7075,55669,43298,9278
t4509,58643,441,8930,52778,41050,8796
t4510,57644,28,9617,51879,40350,8646
t4511,55426,0,10350,49883,38798,8313
t4512,50145,0,10227,45130,35101,7521
t4513,47104,0,10998,42393,32972,7065
t4514,45697,0,11738,41127,31987,6854
t4515,44007,0,12427,39606,30804,6601
t4516,43442,0,12643,39097,30409,6516
t4517,44276,17,12602,39848,30993,6641
t4518,47388,337,12777,42649,33171,7108
t4519,55248,1508,12679,49723,38673,8287
t4520,61342,3596,13363,55207,42939,9201
t4521,64301,5959,15709,57870,45010,9645
t4522,65436,8312,18087,58892,45805,9815
t4523,67466,11018,19642,60719,47226,10119
t4524,69651,12649,20658,62685,48755,10447
t4525,68972,13404,21290,62074,48280,10345
t4526,68517,14190,22044,61665,47961,10277
t4527,67544,14512,22085,60789,47280,10131
t4528,65893,13474,22596,59303,46125,9883
t4529,64649,11420,22460,58184,45254,9697
t4530,64076,8493,22354,57668,44853,9611
t4531,62217,5258,21502,55995,43551,9332
t4532,61052,2377,19685,54946,42736,9157
t4533,58175,612,17553,52357,40722,8726
t4534,55943,36,16193,50348,39160,8391
t4535,53740,0,15291,48366,37618,8061
t4536,49304,0,15168,44373,34512,7395
t4537,46038,0,15122,41434,32226,6905
t4538,44214,0,14938,39792,30949,6632
t4539,43574,0,14860,39216,30501,6536
t4540,43376,0,14707,39038,30363,6506
t4541,44157,16,14563,39741,30909,6623
t4542,46338,345,14683,41704,32436,6950
t4543,54394,1587,15079,48954,38075,8159
t4544,60314,3744,15897,54282,42219,9047
t4545,63507,6594,17494,57156,44454,9526
t4546,65308,9345,18673,58777,45715,9796
t4547,67570,12095,19790,60813,47299,10135
t4548,69676,14430,19841,62708,48773,10451
t4549,68957,15136,20259,62061,48269,10343
t4550,68148,15108,20915,61333,47703,10222
t4551,67212,14629,21229,60490,47048,10081
t4552,66004,13728,21456,59403,46202,9900
t4553,64269,11922,21035,57842,44988,9640
t4554,63171,9312,20703,56853,44219,9475
t4555,62538,5957,20761,56284,43776,9380
t4556,60792,2858,19487,54712,42554,9118
t4557,58332,812,17137,52498,40832,8749
t4558,55650,52,15307,50085,38955,8347
t4559,53236,0,14245,47912,37265,7985
t4560,49131,0,14031,44217,34391,7369
t4561,46080,0,13403,41472,32255,6912
t4562,44157,0,13126,39741,30909,6623
t4563,42994,0,13128,38694,30095,6449
t4564,43192,0,13000,38872,30234,6478
t4565,44370,22,12553,39933,31058,6655
t4566,46698,459,12132,42028,32688,7004
t4567,54255,2353,11963,48829,37978,8138
t4568,59979,6245,11233,53981,41985,8996
t4569,64000,11083,12279,57600,44800,9600
t4570,65148,15374,13141,58633,45603,9772
t4571,66118,18605,12815,59506,46282,9917
t4572,66700,20676,12224,60030,46690,10005
t4573,65974,21715,12157,59376,46181,9896
t4574,64364,22155,12047,57927,45054,9654
t4575,62440,21586,11513,56196,43708,9366
t4576,61404,19900,10431,55263,42982,9210
t4577,59852,16736,9314,53866,41896,8977
t4578,58870,12264,8016,52983,41209,8830
t4579,57666,7386,6744,51899,40366,8649
t4580,56459,3345,5245,50813,39521,8468
t4581,53862,980,3494,48475,37703,8079
t4582,51841,60,2539,46656,36288,7776
t4583,49946,0,2693,44951,34962,7491
t4584,46608,0,2939,41947,32625,6991
t4585,43691,0,3127,39321,30583,6553
t4586,41803,0,3031,37622,29262,6270
t4587,40441,0,2847,36396,28308,6066
t4588,40117,0,2562,36105,28081,6017
t4589,39901,19,2183,35910,27930,5985
t4590,39405,471,2325,35464,27583,5910
t4591,41801,2390,2298,37620,29260,6270
t4592,45687,6183,2031,41118,31980,6853
t4593,49659,10839,1469,44693,34761,7448
t4594,52472,15326,1063,47224,36730,7870
t4595,54286,18714,1113,48857,38000,8142
t4596,55590,20711,1289,50031,38913,8338
t4597,54159,21588,1281,48743,37911,8123
t4598,52405,21845,1292,47164,36683,7860
t4599,50692,21004,1614,45622,35484,7603
t4600,49608,18649,1749,44647,34725,7441
t4601,48744,15212,1942,43869,34120,7311
t4602,49322,10796,2139,44389,34525,7398
t4603,49277,6400,2143,44349,34493,7391
t4604,48773,2856,2163,43895,34141,7315
t4605,47041,861,2043,42336,32928,7056
t4606,45739,58,2123,41165,32017,6860
t4607,45266,0,2540,40739,31686,6789
t4608,42552,0,2884,38296,29786,6382
t4609,39905,0,3375,35914,27933,5985
t4610,37713,0,3517,33941,26399,5656
t4611,36813,0,3530,33131,25769,5521
t4612,35812,0,3414,32230,25068,5371
t4613,35204,15,3373,31683,24642,5280
t4614,34729,371,3226,31256,24310,5209
t4615,35962,2050,3449,32365,25173,5394
t4616,38361,5079,3468,34524,26852,5754
t4617,41912,8809,2700,37720,29338,6286
t4618,44758,12546,2452,40282,31330,6713
t4619,47091,15482,2939,42381,32963,7063
t4620,49127,17099,4110,44214,34388,7369
t4621,49027,17061,4886,44124,34318,7354
t4622,47873,16143,5649,43085,33511,7180
t4623,47436,14389,6145,42692,33205,7115
t4624,46851,11813,6856,42165,32795,7027
t4625,46273,9146,7063,41645,32391,6940
t4626,47090,5987,6970,42381,32963,7063
t4627,47484,3215,7203,42735,33238,7122
t4628,47267,1425,6858,42540,33086,7090
t4629,46371,273,6258,41733,32459,6955
t4630,46335,10,5892,41701,32434,6950
t4631,46229,0,5427,41606,32360,6934
t4632,42922,0,5004,38629,30045,6438
t4633,41108,0,4898,36997,28775,6166
t4634,39786,0,5069,35807,27850,5967
t4635,39017,0,4918,35115,27311,5852
t4636,39499,0,4614,35549,27649,5924
t4637,40807,4,4385,36726,28564,6121
t4638,44292,134,4233,39862,31004,6643
t4639,52187,809,3999,46968,36530,7828
t4640,59073,2211,3467,53165,41351,8860
t4641,62815,3994,3453,56533,43970,9422
t4642,64335,6026,3829,57901,45034,9650
t4643,65485,7873,4472,58936,45839,9822
t4644,67152,9086,5196,60436,47006,10072
t4645,67144,9541,5811,60429,47000,10071
t4646,66170,8780,6244,59553,46319,9925
t4647,64743,7873,6647,58268,45320,9711
t4648,63370,6341,6544,57033,44359,9505
t4649,61279,5087,5818,55151,42895,9191
t4650,61625,3921,5113,55462,43137,9243
t4651,61133,2556,4680,55019,42793,9169
t4652,60202,1155,4349,54181,42141,9030
t4653,57711,262,4074,51939,40397,8656
t4654,55274,11,3863,49746,38691,8291
t4655,52478,0,4051,47230,36734,7871
t4656,48116,0,4256,43304,33681,7217
t4657,45317,0,4283,40785,31721,6797
t4658,43100,0,4235,38790,30169,6465
t4659,41955,0,4057,37759,29368,6293
t4660,42304,0,4050,38073,29612,6345
t4661,43392,4,4028,39052,30374,6508
t4662,46337,135,4048,41703,32435,6950
t4663,53789,893,3987,48410,37652,8068
t4664,60061,2499,3948,54054,42042,9009
t4665,63735,4497,3924,57361,44614,9560
t4666,64904,6740,4136,58413,45432,9735
t4667,66746,8681,4692,60071,46722,10011
t4668,67959,10303,5326,61163,47571,10193
t4669,66969,11511,5995,60272,46878,10045
t4670,66572,12507,6708,59914,46600,9985
t4671,65797,12888,7066,59217,46057,9869
t4672,64812,12066,7289,58330,45368,9721
t4673,62736,10291,7097,56462,43915,9410
t4674,62452,7925,6986,56206,43716,9367
t4675,61585,4772,6049,55426,43109,9237
t4676,60424,2250,5024,54381,42296,9063
t4677,57639,567,4024,51875,40347,8645
t4678,55362,29,3524,49825,38753,8304
t4679,52983,0,3379,47684,37088,7947
t4680,48727,0,3427,43854,34108,7309
t4681,45481,0,3499,40932,31836,6822
t4682,43594,0,3630,39234,30515,6539
t4683,42805,0,3724,38524,29963,6420
t4684,43039,0,3645,38735,30127,6455
t4685,44076,10,3207,39668,30853,6611
t4686,46653,293,2716,41987,32657,6997
t4687,54364,1684,2227,48927,38054,8154
t4688,60649,4484,1586,54584,42454,9097
t4689,63371,8458,1710,57033,44359,9505
t4690,64005,12526,1844,57604,44803,9600
t4691,65821,15838,1905,59238,46074,9873
t4692,67397,17623,2037,60657,47177,10109
t4693,66500,18076,2293,59850,46550,9975
t4694,65598,18130,2444,59038,45918,9839
t4695,65096,17568,2406,58586,45567,9764
t4696,64131,15983,2064,57717,44891,9619
t4697,62414,13300,1866,56172,43689,9362
t4698,61777,9537,1665,55599,43243,9266
t4699,61426,5804,1621,55283,42998,9213
t4700,60910,2585,1467,54819,42637,9136
t4701,58087,673,1237,52278,40660,8713
t4702,55888,26,1269,50299,39121,8383
t4703,53153,0,1333,47837,37207,7972
t4704,49178,0,1657,44260,34424,7376
t4705,46014,0,1985,41412,32209,6902
t4706,43991,0,2217,39591,30793,6598
t4707,42812,0,2215,38530,29968,6421
t4708,42906,0,2055,38615,30034,6435
t4709,43797,10,1968,39417,30657,6569
t4710,46792,275,1852,42112,32754,7018
t4711,54467,1686,1740,49020,38126,8170
t4712,60548,4644,1340,54493,42383,9082
t4713,63811,8725,953,57429,44667,9571
t4714,65028,13365,830,58525,45519,9754
t4715,66220,17150,765,59598,46354,9933
t4716,67900,19773,811,61110,47530,10185
t4717,67402,20926,870,60661,47181,10110
t4718,66696,21094,902,60026,46687,10004
t4719,65366,20130,1000,58829,45756,9804
t4720,64179,18399,1101,57761,44925,9626
t4721,62475,15397,1162,56227,43732,9371
t4722,61755,11282,1179,55579,43228,9263
t4723,60923,6762,1296,54830,42646,9138
t4724,60136,3040,1500,54122,42095,9020
t4725,57974,790,1700,52176,40581,8696
t4726,55829,41,2264,50246,39080,8374
t4727,53671,0,2821,48303,37569,8050
t4728,49587,0,3610,44628,34710,7438
t4729,46680,0,4506,42012,32675,7002
t4730,44501,0,4482,40050,31150,6675
t4731,43241,0,4985,38916,30268,6486
t4732,43121,0,5453,38808,30184,6468
t4733,44010,11,6596,39609,30806,6601
t4734,46615,326,7256,41953,32630,6992
t4735,54534,1867,7315,49080,38173,8180
t4736,60913,4687,7078,54821,42639,9136
t4737,64022,8878,6523,57619,44815,9603
t4738,65557,13112,6940,59001,45889,9833
t4739,67195,16333,6979,60475,47036,10079
t4740,68174,18569,7867,61356,47721,10226
t4741,67434,19981,8828,60690,47203,10115
t4742,65055,19708,9924,58549,45538,9758
t4743,62520,18094,11186,56268,43764,9378
t4744,61000,15965,11766,54900,42700,9150
t4745,60550,13182,11848,54495,42385,9082
t4746,60732,9306,11496,54658,42512,9109
t4747,60133,5364,10630,54119,42093,9019
t4748,58553,2466,8594,52697,40987,8782
t4749,55977,577,7017,50379,39183,8396
t4750,53359,23,6895,48023,37351,8003
t4751,51526,0,6384,46373,36068,7728
t4752,47918,0,5621,43126,33542,7187
t4753,44461,0,4983,40014,31122,6669
t4754,41800,0,5315,37620,29259,6270
t4755,40550,0,5103,36495,28385,6082
t4756,40009,0,5536,36008,28006,6001
t4757,39912,8,6277,35920,27938,5986
t4758,39540,272,6296,35586,27678,5931
t4759,41954,1720,5966,37758,29367,6293
t4760,45735,4348,5663,41161,32014,6860
t4761,49318,8066,5223,44386,34522,7397
t4762,52191,11895,5836,46971,36533,7828
t4763,53980,15015,6117,48582,37786,8097
t4764,55747,16625,7601,50172,39022,8362
t4765,55410,16771,9093,49869,38787,8311
t4766,52544,15907,9865,47289,36780,7881
t4767,50800,15107,10343,45720,35560,7620
t4768,50242,13778,10478,45217,35169,7536
t4769,49421,11354,9629,44478,34594,7413
t4770,49363,8627,8902,44426,34554,7404
t4771,49316,5796,7403,44384,34521,7397
t4772,47851,2625,5867,43065,33495,7177
t4773,45552,625,4211,40996,31886,6832
t4774,44221,34,3333,39798,30954,6633
t4775,43883,0,3051,39494,30718,6582
t4776,41130,0,2841,37017,28790,6169
t4777,38852,0,2846,34966,27196,5827
t4778,37138,0,3065,33424,25996,5570
t4779,36005,0,3133,32404,25203,5400
t4780,35532,0,3332,31978,24872,5329
t4781,35472,4,3607,31924,24830,5320
t4782,35282,177,3783,31753,24697,5292
t4783,35773,1170,3828,32195,25041,5365
t4784,38426,3255,3605,34583,26898,5763
t4785,41880,5544,3504,37692,29315,6282
t4786,43979,7727,3880,39581,30785,6596
t4787,46405,10058,4193,41764,32483,6960
t4788,49079,11740,4506,44171,34355,7361
t4789,49435,12596,4989,44491,34604,7415
t4790,47971,11813,5934,43173,33579,7195
t4791,45888,10781,6648,41299,32121,6883
t4792,44859,10458,7219,40373,31401,6728
t4793,44961,9469,7853,40464,31472,6744
t4794,46161,7423,8362,41544,32312,6924
t4795,46557,4244,8239,41901,32589,6983
t4796,45840,1842,7692,41256,32087,6876
t4797,45082,435,7122,40573,31557,6762
t4798,44899,16,7604,40409,31429,6734
t4799,45648,0,8819,41083,31953,6847
t4800,42593,0,9385,38333,29815,6388
t4801,40414,0,10130,36372,28289,6062
t4802,39101,0,10202,35190,27370,5865
t4803,38435,0,9817,34591,26904,5765
t4804,38502,0,9099,34651,26951,5775
t4805,39896,6,8487,35906,27927,5984
t4806,43285,241,7871,38956,30299,6492
t4807,51409,1547,6764,46268,35986,7711
t4808,57987,4255,5448,52188,40590,8698
t4809,61091,8094,4834,54981,42763,9163
t4810,62728,11935,5383,56455,43909,9409
t4811,64640,14557,5568,58176,45248,9696
t4812,66114,15748,5361,59502,46279,9917
t4813,65547,16037,5066,58992,45882,9832
t4814,65270,15576,4683,58743,45689,9790
t4815,63552,14627,4276,57196,44486,9532
t4816,62750,13813,3738,56475,43925,9412
t4817,61647,11809,3204,55482,43152,9247
t4818,61055,8806,2739,54949,42738,9158
t4819,60501,5485,2243,54450,42350,9075
t4820,59205,2405,1781,53284,41443,8880
t4821,56763,550,1646,51086,39734,8514
t4822,55167,20,1932,49650,38616,8275
t4823,52708,0,2639,47437,36895,7906
t4824,48202,0,3546,43381,33741,7230
t4825,45017,0,4706,40515,31511,6752
t4826,43076,0,5684,38768,30153,6461
t4827,42585,0,6803,38326,29809,6387
t4828,42871,0,7310,38583,30009,6430
t4829,44130,4,7999,39717,30890,6619
t4830,46934,187,8591,42240,32853,7040
t4831,53829,1402,9346,48446,37680,8074
t4832,60370,3897,9721,54333,42259,9055
t4833,63631,7951,9440,57267,44541,9544
t4834,65489,12471,10318,58940,45842,9823
t4835,67850,15956,11750,61065,47495,10177
t4836,69527,18339,12643,62574,48668,10429
t4837,69494,19471,13453,62544,48645,10424
t4838,68940,19747,13560,62046,48258,10341
t4839,67108,19177,13441,60397,46975,10066
t4840,65911,17719,12569,59319,46137,9886
t4841,64875,15076,11527,58387,45412,9731
t4842,63452,11137,10260,57106,44416,9517
t4843,62024,6643,8626,55821,43416,9303
t4844,60884,2811,6165,54795,42618,9132
t4845,58171,653,3664,52353,40719,8725
t4846,56255,28,2572,50629,39378,8438
t4847,54170,0,2132,48753,37919,8125
t4848,49666,0,1870,44699,34766,7449
t4849,46593,0,1779,41933,32615,6988
t4850,44553,0,1768,40097,31187,6682
t4851,43371,0,2132,39033,30359,6505
t4852,43596,0,2447,39236,30517,6539
t4853,44325,5,2393,39892,31027,6648
t4854,47109,234,2668,42398,32976,7066
t4855,54495,1695,2859,49045,38146,8174
t4856,60903,4726,2479,54812,42632,9135
t4857,64193,9020,1576,57773,44935,9628
t4858,65459,13319,1379,58913,45821,9818
t4859,67192,17098,1809,60472,47034,10078
t4860,68656,19432,2417,61790,48059,10298
t4861,67892,20352,2964,61102,47524,10183
t4862,67144,19734,3556,60429,47000,10071
t4863,66139,18213,4061,59525,46297,9920
t4864,65188,15353,4318,58669,45631,9778
t4865,63250,11839,4776,56925,44275,9487
t4866,61905,7850,5423,55714,43333,9285
t4867,60953,4293,5984,54857,42667,9142
t4868,59936,1963,6163,53942,41955,8990
t4869,57091,426,5576,51381,39963,8563
t4870,55564,20,5237,50007,38894,8334
t4871,53209,0,4832,47888,37246,7981
t4872,48555,0,4293,43699,33988,7283
t4873,45384,0,4188,40845,31768,6807
t4874,43631,0,3530,39267,30541,6544
t4875,42787,0,3297,38508,29950,6418
t4876,42857,0,3280,38571,29999,6428
t4877,43860,4,3680,39474,30701,6579
t4878,46650,192,3842,41985,32654,6997
t4879,53859,1245,3553,48473,37701,8078
t4880,59541,3384,2868,53586,41678,8931
t4881,62615,6456,2578,56353,43830,9392
t4882,63658,9623,2680,57292,44560,9548
t4883,64785,12571,3096,58306,45349,9717
t4884,66825,14692,3508,60142,46777,10023
t4885,66417,14985,4126,59775,46491,9962
t4886,65133,14577,4498,58619,45593,9769
t4887,63991,14310,4540,57591,44793,9598
t4888,62952,13286,4567,56656,44066,9442
t4889,61905,11255,4378,55714,43333,9285
t4890,61113,8466,4117,55001,42779,9166
t4891,60090,5089,3714,54081,42063,9013
t4892,59287,2275,2751,53358,41500,8893
t4893,56530,475,1897,50877,39571,8479
t4894,54837,19,1579,49353,38385,8225
t4895,52657,0,1481,47391,36859,7898
t4896,48283,0,1473,43454,33798,7242
t4897,45230,0,1572,40707,31660,6784
t4898,43290,0,1725,38961,30302,6493
t4899,42257,0,1909,38031,29579,6338
t4900,42406,0,2008,38165,29684,6360
t4901,43396,3,2016,39056,30377,6509
t4902,46143,207,2107,41528,32300,6921
t4903,52992,1579,2071,47692,37094,7948
t4904,58547,4424,1757,52692,40982,8782
t4905,61692,8651,1080,55522,43184,9253
t4906,62886,13397,949,56597,44020,9432
t4907,64668,17127,1049,58201,45267,9700
t4908,65559,19562,1285,59003,45891,9833
t4909,65235,20368,1466,58711,45664,9785
t4910,63808,19825,1715,57427,44665,9571
t4911,62403,17970,2016,56162,43682,9360
t4912,61158,15689,2428,55042,42810,9173
t4913,60104,12864,2882,54093,42072,9015
t4914,59837,9238,3371,53853,41885,8975
t4915,59382,5509,4242,53443,41567,8907
t4916,58217,2297,5221,52395,40751,8732
t4917,55509,427,6768,49958,38856,8326
t4918,54148,11,9641,48733,37903,8122
t4919,52065,0,12179,46858,36445,7809
t4920,47978,0,13206,43180,33584,7196
t4921,45455,0,13437,40909,31818,6818
t4922,42737,0,14044,38463,29915,6410
t4923,41256,0,12729,37130,28879,6188
t4924,40419,0,12601,36377,28293,6062
t4925,40325,3,12014,36292,28227,6048
t4926,40462,170,11543,36415,28323,6069
t4927,42144,1220,11735,37929,29500,6321
t4928,45710,3377,11761,41139,31996,6856
t4929,49965,6828,11672,44968,34975,7494
t4930,53337,9971,13259,48003,37335,8000
t4931,55131,12811,15092,49617,38591,8269
t4932,56654,15440,17062,50988,39657,8498
t4933,55581,16134,18819,50022,38906,8337
t4934,54335,16474,20532,48901,38034,8150
t4935,53052,15640,22339,47746,37136,7957
t4936,52437,13187,23933,47193,36705,7865
t4937,49507,10529,24447,44556,34654,7426
t4938,49820,7310,24556,44838,34874,7473
t4939,49886,4252,25335,44897,34920,7482
t4940,49898,1843,25782,44908,34928,7484
t4941,47526,373,25481,42773,33268,7128
t4942,46361,7,25395,41724,32452,6954
t4943,46025,0,24733,41422,32217,6903
t4944,43079,0,24368,38771,30155,6461
t4945,40401,0,23675,36360,28280,6060
t4946,38518,0,23078,34666,26962,5777
t4947,38045,0,22973,34240,26631,5706
t4948,37631,0,21663,33867,26341,5644
t4949,37476,3,20311,33728,26233,5621
t4950,36779,220,18718,33101,25745,5516
t4951,37306,1694,16834,33575,26114,5595
t4952,39292,5074,14792,35362,27504,5893
t4953,42613,9799,14186,38351,29829,6391
t4954,45567,14574,13585,41010,31896,6835
t4955,47404,18248,12670,42663,33182,7110
t4956,48960,20505,11351,44064,34272,7344
t4957,48861,21578,9960,43974,34202,7329
t4958,46830,21155,8848,42147,32781,7024
t4959,45529,19556,7643,40976,31870,6829
t4960,44573,16915,6130,40115,31201,6685
t4961,43825,12922,4646,39442,30677,6573
t4962,45023,8595,3479,40520,31516,6753
t4963,46302,4521,2429,41671,32411,6945
t4964,46830,1665,2154,42147,32781,7024
t4965,46087,286,2451,41478,32260,6913
t4966,45877,11,2836,41289,32113,6881
t4967,45211,0,3932,40689,31647,6781
t4968,42574,0,5298,38316,29801,6386
t4969,40178,0,6613,36160,28124,6026
t4970,38790,0,7582,34911,27153,5818
t4971,37802,0,7756,34021,26461,5670
t4972,37808,0,8089,34027,26465,5671
t4973,39352,1,8267,35416,27546,5902
t4974,43320,99,8300,38988,30323,6498
t4975,51130,747,8634,46017,35791,7669
t4976,57399,2345,9282,51659,40179,8609
t4977,61123,4616,9706,55010,42786,9168
t4978,62232,7498,10120,56008,43562,9334
t4979,64384,10017,10778,57945,45068,9657
t4980,66012,11943,11309,59410,46208,9901
t4981,65479,12957,12009,58931,45835,9821
t4982,65026,13104,12870,58523,45518,9753
t4983,63538,13082,13645,57184,44476,9530
t4984,62688,12173,14308,56419,43881,9403
t4985,61238,10105,15096,55114,42866,9185
t4986,60558,7826,15556,54502,42390,9083
t4987,59873,4898,14915,53885,41911,8980
t4988,58814,2067,14179,52932,41169,8822
t4989,56022,386,12904,50419,39215,8403
t4990,54939,8,13226,49445,38457,8240
t4991,52384,0,13893,47145,36668,7857
t4992,47663,0,14660,42896,33364,7149
t4993,44638,0,15449,40174,31246,6695
t4994,43089,0,15998,38780,30162,6463
t4995,42303,0,16304,38072,29612,6345
t4996,42221,0,16105,37998,29554,6333
t4997,43174,1,16214,38856,30221,6476
t4998,46044,126,16079,41439,32230,6906
t4999,53124,1151,16605,47811,37186,7968
t5000,58795,3412,16958,52915,41156,8819
t5001,61946,6270,18443,55751,43362,9291
t5002,64090,9221,20211,57681,44863,9613
t5003,66351,11447,21022,59715,46445,9952
t5004,67733,12666,21498,60959,47413,10159
t5005,66243,13795,21835,59618,46370,9936
t5006,65437,14716,22237,58893,45805,9815
t5007,64891,14408,22142,58401,45423,9733
t5008,63730,13261,21868,57357,44611,9559
t5009,62524,10366,21394,56271,43766,9378
t5010,61936,6906,20589,55742,43355,9290
t5011,60910,3585,18913,54819,42637,9136
t5012,59978,1439,16854,53980,41984,8996
t5013,56528,234,14576,50875,39569,8479
t5014,54715,5,13467,49243,38300,8207
t5015,51438,0,13144,46294,36006,7715
t5016,47296,0,13366,42566,33107,7094
t5017,44831,0,13639,40347,31381,6724
t5018,43287,0,13833,38958,30300,6493
t5019,42123,0,13972,37910,29486,6318
t5020,42230,0,13798,38007,29560,6334
